air_tax,body_style,body_style_id,body_style_key,brake_desc,car_id,engine_desc,fuel_highway,fuel_town,general_desc,green_tax,msrp,new_car_trim_id,pdi,price,specs_dimension_desc,suspension_desc,trim,trim_id
100,Sedan,8,sedan,"<b>Type :</b> Hydraulic, vacuum power-assisted<br/><b>Front, mm (in.) :</b> 256 (10.1) vented disc<br/><b>Rear, mm (in.) :</b> 203 (8.0) drum",11,"<b>Type :</b> 1.6L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 110 hp @ 6,000 rpm<br/><b>Torque :</b> 107 lb.-ft. @ 4,500 rpm<br/><b>Compression ratio :</b> 10.0:1<br/><b>Transmission :</b> 5-speed manual, overdrive<br/><b>Disponible :</b> Available 4-speed automatic, electronically controlled, overdrive",6.9,8.4,,,,11,,17450,,"<b>Front suspension :</b> Independent, MacPherson struts, coil springs, stabilizer bar<br/><b>Rear suspension :</b> Torsion beam, coil springs<br/><b>Steering :</b> Rack",EX Commodité,2
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 328 (12.9), vented discs<br/><b>Rear, mm (in.) :</b> 325 (12.8), solid discs",12,"<b>Type :</b> 3.8L V6, aluminum block and head<br/><b>Valve Train :</b> 24-valve, DOHC,Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 276 hp @ 6,000 rpm<br/><b>Torque :</b> 267 lb.-ft. @ 4,400 rpm<br/><b>Transmission :</b> 5-speed Steptronic automatic, electronically controlled with overdrive<br/><b>4X4 :</b> LX: Part time<br/><b>EX :</b> Full time,Torque-on-Demand®<br/><b>Compression ratio :</b> 10.4:1",9.4,13.0,,,,12,,45145,,"<b>Front suspension :</b> Double wishbone, coil spring with shock absorber and stabilizer bar<br/><b>Rear suspension :</b> Multi-link, coil spring with damper and stabilizer bar<br/><b>Steering :</b> Rack-and-pinion<br/><b>Power assist :</b> Engine-speed sensitive",EX V6 Luxe,8
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 328 (12.9), vented discs<br/><b>Rear, mm (in.) :</b> 325 (12.8), solid discs",12,"<b>Type :</b> 4.6L V8, aluminum block and head<br/><b>Valve Train :</b> 32-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 337 hp @ 6,000 rpm<br/><b>Torque :</b> 323 lb.-ft. @ 3,500 rpm<br/><b>Transmission :</b> 6-speed Steptronic automatic, electronically controlled with overdrive<br/><b>4X4 :</b> LX: Part time<br/><b>EX :</b>Full time,Torque-on-Demand®<br/><b>Compression ratio :</b> 10.4:1",9.7,14.4,,,,13,,42945,,"<b>Front suspension :</b> Double wishbone, coil spring with shock absorber and stabilizer bar<br/><b>Rear suspension :</b> Multi-link, coil spring with damper and stabilizer bar<br/><b>Steering :</b> Rack-and-pinion<br/><b>Power assist :</b> Engine-speed sensitive",LX V8,9
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 328 (12.9), vented discs<br/><b>Rear, mm (in.) :</b> 325 (12.8), solid discs",12,"<b>Type :</b> 4.6L V8, aluminum block and head<br/><b>Valve Train :</b> 32-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 337 hp @ 6,000 rpm<br/><b>Torque :</b> 323 lb.-ft. @ 3,500 rpm<br/><b>Transmission :</b> 6-speed Steptronic automatic, electronically controlled with overdrive<br/><b>4X4 :</b> LX: Part time<br/><b> :</b> EX: Full time,Torque-on-Demand®<br/><b>Compression ratio :</b> 10.4:1",9.7,14.4,,,,14,,47745,,"<b>Front suspension :</b> Double wishbone, coil spring with shock absorber and stabilizer bar<br/><b>Rear suspension :</b> Multi-link, coil spring with damper and stabilizer bar<br/><b>Steering :</b> Rack-and-pinion<br/><b>Power assist :</b> Engine-speed sensitive",EX V8 Luxe,10
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 328 (12.9), vented discs<br/><b>Rear, mm (in.) :</b> 325 (12.8), solid discs",12,"<b>Type :</b> 3.8L V6, aluminum block and head<br/><b>Valve Train :</b> 24-valve, DOHC,Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 276 hp @ 6,000 rpm<br/><b>Torque :</b> 267 lb.-ft. @ 4,400 rpm<br/><b>Transmission :</b> 5-speed Steptronic automatic, electronically controlled with overdrive<br/><b>4X4 :</b> LX: Part time<br/><b> EX:</b> Full time,Torque-on-Demand®<br/><b>Compression ratio :</b> 10.4:1",9.4,13.0,,,,15,,40545,,"<b>Front suspension :</b> Double wishbone, coil spring with shock absorber and stabilizer bar<br/><b>Rear suspension :</b> Multi-link, coil spring with damper and stabilizer bar<br/><b>Steering :</b> Rack-and-pinion<br/><b>Power assist :</b> Engine-speed sensitive",LX V6,11
100,HatchBack,4,hatchback,"<b>Type :</b> Hydraulic, vacuum power-assisted<br/><b>ABS :</b> 4-wheel anti-lock brakes (Rio5 EX Sport)<br/><b>Front, mm (in.) :</b> 256 (10.1) vented disc<br/><b>Rear, mm (in.) :</b> 203 (8.0) drum",14,"<b>Type :</b> 1.6L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 110 hp @ 6,000 rpm<br/><b>Torque :</b> 107 lb.-ft. @ 4,500 rpm<br/><b>Compression ratio :</b> 10.0:1<br/><b>Transmission :</b> 5-speed manual, overdrive<br/><b>Available :</b> 4-speed automatic, electronically controlled, overdrive",0.0,0.0,,,,16,,15550,,"<b>Front suspension :</b> Independent, MacPherson struts, coil springs, stabilizer bar<br/><b>Rear suspension :</b> Torsion beam, coil springs<br/><b>Steering :</b> Rack",EX,1
100,HatchBack,4,hatchback,"<b>Type :</b> Hydraulic, vacuum power-assisted<br/><b>ABS :</b> 4-wheel anti-lock brakes (Rio5 EX Sport)<br/><b>Front, mm (in.) :</b> 256 (10.1) vented disc<br/><b>Rear, mm (in.) :</b> 203 (8.0) drum",14,"<b>Type :</b> 1.6L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 110 hp @ 6,000 rpm<br/><b>Torque :</b> 107 lb.-ft. @ 4,500 rpm<br/><b>Compression ratio :</b> 10.0:1<br/><b>Transmission :</b> 5-speed manual, overdrive<br/><b>Available :</b> 4-speed automatic, electronically controlled, overdrive",0.0,0.0,,,,17,,17950,,"<b>Front suspension :</b> Independent, MacPherson struts, coil springs, stabilizer bar<br/><b>Rear suspension :</b> Torsion beam, coil springs<br/><b>Steering :</b> Rack",EX Commodité,2
100,HatchBack,4,hatchback,"<b>Type :</b> Hydraulic, vacuum power-assisted<br/><b>ABS :</b> 4-wheel anti-lock brakes (Rio5 EX Sport)<br/><b>Front, mm (in.) :</b> 256 (10.1) vented disc<br/><b>Rear, mm (in.) :</b> 203 (8.0) drum",14,"<b>Type :</b> 1.6L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 110 hp @ 6,000 rpm<br/><b>Torque :</b> 107 lb.-ft. @ 4,500 rpm<br/><b>Compression ratio :</b> 10.0:1<br/><b>Transmission :</b> 5-speed manual, overdrive<br/><b>Available :</b> 4-speed automatic, electronically controlled, overdrive",,,,,,18,,20250,,"<b>Front suspension :</b> Independent, MacPherson struts, coil springs, stabilizer bar<br/><b>Rear suspension :</b> Torsion beam, coil springs<br/><b>Steering :</b> Rack",EX Sport,3
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) FWD / AWD :</b> 280 / 300 (11.0 / 11.8) vented discs<br/><b>Rear, mm (in.) FWD / AWD :</b> 262 / 284 (10.3 / 11.2) discs",15,"<b>Type :</b> 2.4L, Inline 4-cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 176 hp @ 6,000 rpm<br/><b>Torque :</b> 168 lb.-ft. @ 4,000 rpm<br/><b>Drive Type :</b> Front wheel drive (FWD); Available DynamaxTM Intelligent all-wheel drive (AWD) system<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed manual<br/><b> :</b> Available 6-speed Steptronic automatic",6.9,10.0,,,,19,,28645,,<b>Front suspension :</b> MacPherson strut with coil spring,EX,1
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) FWD / AWD :</b> 280 / 300 (11.0 / 11.8) vented discs<br/><b>Rear, mm (in.) FWD / AWD :</b> 262 / 284 (10.3 / 11.2) discs",15,"<b>Type :</b> 2.4L, Inline 4-cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 176 hp @ 6,000 rpm<br/><b>Torque :</b> 168 lb.-ft. @ 4,000 rpm<br/><b>Drive Type :</b> Front wheel drive (FWD); Available DynamaxTM Intelligent all-wheel drive (AWD) system<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed manual<br/><b> :</b> Available 6-speed Steptronic automatic",6.9,10.0,,,,20,,23645,,<b>Front suspension :</b> MacPherson strut with coil spring,LX BM/BA,12
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) FWD / AWD :</b> 280 / 300 (11.0 / 11.8) vented discs<br/><b>Rear, mm (in.) FWD / AWD :</b> 262 / 284 (10.3 / 11.2) discs",15,"<b>Type :</b> 2.4L, Inline 4-cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 176 hp @ 6,000 rpm<br/><b>Torque :</b> 168 lb.-ft. @ 4,000 rpm<br/><b>Drive Type :</b> Front wheel drive (FWD); Available DynamaxTM Intelligent all-wheel drive (AWD) system<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed manual<br/><b> :</b> Available 6-speed Steptronic automatic",6.9,10.0,,,,21,,34945,,<b>Front suspension :</b> MacPherson strut with coil spring,EX Luxe,13
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 302 (11.9) discs",16,"<b>Type :</b> 2.4L, I4, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 3,750 rpm<br/><b>Drivetype :</b> Front wheel drive (FWD); available all-wheel drive (AWD)<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed manual<br/><b>Available :</b> 6-speed Steptronic gated automatic",6.9,9.7,,,,22,,31445,,"<b>Front suspension :</b> MacPherson strut with coil spring<br/><b>Rear suspension :</b> Multi-Link<br/><b>Steering :</b> Power-assist, rack-and-pinion",EX,1
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 302 (11.9) discs",16,"<b>Type :</b> 3.5L, V6, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 276 hp @ 6,300 rpm<br/><b>Torque :</b> 248 lb.-ft. @ 5,000 rpm<br/><b>Drivetype :</b> Front wheel drive (FWD); available all-wheel drive (AWD)<br/><b>Compression ratio :</b> 10.6:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed Steptronic gated automatic",7.7,10.3,,,,23,,39645,,"<b>Front suspension :</b> MacPherson strut with coil spring<br/><b>Rear suspension :</b> Multi-Link<br/><b>Steering :</b> Power-assist, rack-and-pinion",EX-V6 Luxe,14
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 302 (11.9) discs",16,"<b>Type :</b> 3.5L, V6, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 276 hp @ 6,300 rpm<br/><b>Torque :</b> 248 lb.-ft. @ 5,000 rpm<br/><b>Drivetype :</b> Front wheel drive (FWD); available all-wheel drive (AWD)<br/><b>Compression ratio :</b> 10.6:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed Steptronic gated automatic",7.7,10.3,,,,24,,30745,,"<b>Front suspension :</b> MacPherson strut with coil spring<br/><b>Rear suspension :</b> Multi-Link<br/><b>Steering :</b> Power-assist, rack-and-pinion",LX-V6,15
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 302 (11.9) discs",16,"<b>Type :</b> 2.4L, I4, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 3,750 rpm<br/><b>Drivetype :</b> Front wheel drive (FWD); available all-wheel drive (AWD)<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed manual<br/><b>Available :</b> 6-speed Steptronic gated automatic",6.9,9.7,,,,25,,25645,,"<b>Front suspension :</b> MacPherson strut with coil spring<br/><b>Rear suspension :</b> Multi-Link<br/><b>Steering :</b> Power-assist, rack-and-pinion",LX BM/BA,16
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 302 (11.9) discs",16,"<b>Type :</b> 3.5L, V6, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 276 hp @ 6,300 rpm<br/><b>Torque :</b> 248 lb.-ft. @ 5,000 rpm<br/><b>Drivetype :</b> Front wheel drive (FWD); available all-wheel drive (AWD)<br/><b>Compression ratio :</b> 10.6:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed Steptronic gated automatic",7.7,10.3,,,,26,,33445,,"<b>Front suspension :</b> MacPherson strut with coil spring<br/><b>Rear suspension :</b> Multi-Link<br/><b>Steering :</b> Power-assist, rack-and-pinion",EX-V6,17
100,5 Doors HatchBack,11,hatchback5doors,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic brake distribution (EBD)<br/><b>ABS :</b> -<br/><b>Front, mm (in.) :</b> 270 (10.6) vented discs<br/><b>Rear, mm (in.) :</b> 203 (8.0) drums",17,"<b>Type :</b> 1.6L, inline 4 cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 122 hp @ 6,300 rpm<br/><b>Torque :</b> 115 lb.-ft. @ 4,200 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV-II)<br/><b>Transmission :</b> 5-speed manual transmission.",6.3,7.7,,,,27,,17445,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist","1,6L",18
