air_tax,body_style,body_style_id,body_style_key,brake_desc,car_id,engine_desc,fuel_highway,fuel_town,general_desc,green_tax,msrp,new_car_trim_id,pdi,price,specs_dimension_desc,suspension_desc,trim,trim_id
100,5 Doors HatchBack,11,hatchback5doors,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",17,"<b>Type :</b> 2.0L, inline 4 cylinder, iron block and aluminum head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 142 hp @ 6,000 rpm<br/><b>Torque :</b> 137 lb.-ft. @ 4,600 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV-II)<br/><b>Transmission :</b> 5-speed manual transmission. Available 4-speed automatic transmission, Electronically controlled.",6.5,8.6,,,,28,,23545,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist","2,0L 4u SX",19
100,5 Doors HatchBack,11,hatchback5doors,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",17,"<b>Type :</b> 2.0L, inline 4 cylinder, iron block and aluminum head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 142 hp @ 6,000 rpm<br/><b>Torque :</b> 137 lb.-ft. @ 4,600 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV-II)<br/><b>Transmission :</b> 5-speed manual transmission. Available 4-speed automatic transmission, Electronically controlled.",6.5,8.6,,,,29,,22945,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist","2,0L 4u Bolide",20
100,5 Doors HatchBack,11,hatchback5doors,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",17,"<b>Type :</b> 2.0L, inline 4 cylinder, iron block and aluminum head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 142 hp @ 6,000 rpm<br/><b>Torque :</b> 137 lb.-ft. @ 4,600 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV-II)<br/><b>Transmission :</b> 5-speed manual transmission. Available 4-speed automatic transmission, Electronically controlled.",6.5,8.6,,,,30,,20295,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist","2,0L 4u",21
100,5 Doors HatchBack,11,hatchback5doors,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",17,"<b>Type :</b> 2.0L, inline 4 cylinder, iron block and aluminum head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 142 hp @ 6,000 rpm<br/><b>Torque :</b> 137 lb.-ft. @ 4,600 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV-II)<br/><b>Transmission :</b> 5-speed manual transmission. Available 4-speed automatic transmission, Electronically controlled.",6.5,8.6,,,,31,,19945,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist","2,0L 2u",22
100,5 Doors HatchBack,11,hatchback5doors,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheels<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",17,"<b>Type :</b> 2.0L, inline 4 cylinder, iron block and aluminum head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 142 hp @ 6,000 rpm<br/><b>Torque :</b> 137 lb.-ft. @ 4,600 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV-II)<br/><b>Transmission :</b> 5-speed manual transmission. Available 4-speed automatic transmission, Electronically controlled.",6.5,8.6,,,,32,,22645,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist","2,0L 4u Retro",23
100,Sedan,8,sedan,"<b>Type :</b> Hydraulic, power-assisted vacuum w/ four sensor<br/><b>ABS :</b> 4-wheel, four channel, four sensor<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",18,"<b>Type :</b> 2.0 L Inline 4 cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 16 valve, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 156 hp @ 6,200 rpm<br/><b>Torque :</b> 144 lb.-ft. @ 4,300 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Electronic Throttle Control (ETC)<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV)<br/><b>Transmission :</b> 5-speed manual transmission Available 4-speed Steptronic automatic transmission, electronically controlled",5.8,8.1,,,,33,,19700,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Coupled torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist",EX,1
100,Sedan,8,sedan,"<b>Type :</b> Hydraulic, power-assisted vacuum w/ four sensor<br/><b>ABS :</b> 4-wheel, four channel, four sensor<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",18,"<b>Type :</b> 2.0 L Inline 4 cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 16 valve, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 156 hp @ 6,200 rpm<br/><b>Torque :</b> 144 lb.-ft. @ 4,300 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Electronic Throttle Control (ETC)<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV)<br/><b>Transmission :</b> 5-speed manual transmission Available 4-speed Steptronic automatic transmission, electronically controlled",5.8,8.1,,,,34,,17250,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Coupled torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist",LX,24
100,Sedan,8,sedan,"<b>Type :</b> Hydraulic, power-assisted vacuum w/ four sensor<br/><b>ABS :</b> 4-wheel, four channel, four sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",18,"<b>Type :</b> 2.4 L Inline 4 cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 16 valve, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 173 hp @ 6,000 rpm<br/><b>Torque :</b> 168 lb.-ft. @ 4,000 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV)<br/><b>Transmission :</b> 6-speed manual transmission Available 5-speed Steptronic automatic transmission, Electronically controlled",6.2,9.2,,,,35,,22250,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Coupled torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist",SX,25
100,Coupe,2,coupe,"<b>Type :</b> Hydraulic, power-assisted vacuum w/ four sensor<br/><b>ABS :</b> 4-wheel, four sensor, four channel<br/><b>Front, mm (in.) :</b> 280 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",19,"<b>Type :</b> 2.0 L Inline 4 cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 16 valve, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 156 hp @ 6,200 rpm<br/><b>Torque :</b> 144 lb.-ft. @ 4,300 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Electronic Throttle Control (ETC)<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV)<br/><b>Transmission :</b> 5-speed manual transmission Available 4-speed Steptronic automatic transmission, electronically controlled",5.8,8.3,,,,36,,19950,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Coupled torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist",EX,1
100,Coupe,2,coupe,"<b>Type :</b> Hydraulic, power-assisted vacuum w/ four sensor<br/><b>ABS :</b> 4-wheel, four sensor, four channel<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs",19,"<b>Type :</b> 2.4 L Inline 4 cylinder, aluminum block and head<br/><b>Valve Train :</b> DOHC, 16 valve, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 173 hp @ 6,000 rpm<br/><b>Torque :</b> 168 lb.-ft. @ 4,000 rpm<br/><b>Compression ratio :</b> 10.1:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Emission rating :</b> Ultra Low Emission Vehicle (ULEV)<br/><b>Transmission :</b> 6-speed manual transmission Available 5-speed Steptronic automatic transmission, Electronically controlled",6.2,9.2,,,,37,,22950,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs with stabilizer bar<br/><b>Rear suspension :</b> Coupled torsion beam with coil springs<br/><b>Steering :</b> Rack-and-pinion, power assist",SX,25
100,Wagon,10,wagon,"<b>Type :</b> 4-wheel disc, electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 280 (11.0) vented disc<br/><b>Rear, mm (in.) :</b> 275 (10.8) solid disc",20,"<b>Type :</b> 2.4L, In-line 4-cylinder<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.ft. @ 4,000 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Transmission :</b> Electronic 4-speed Steptronic automatic with overdrive",7.5,10.6,,,,38,,24245,,"<b>Front suspension :</b> Independent, MacPherson strut, stabilizer bar<br/><b>Rear suspension :</b> Independent, multi-link, stabilizer bar<br/><b>Steering :</b> Power-assist rack",EX,1
100,Wagon,10,wagon,"<b>Type :</b> 4-wheel disc, electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 280 (11.0) vented disc<br/><b>Rear, mm (in.) :</b> 275 (10.8) solid disc",20,"<b>Type :</b> 2.7L, V6<br/><b>Valve Train :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 192 hp @ 6,000 rpm<br/><b>Torque :</b> 184 lb.ft. @ 4,500 rpm<br/><b>Compression ratio :</b> 10.4:1<br/><b>Transmission :</b> Electronic 5-speed Steptronic automatic with overdrive",7.7,11.5,,,,39,,28445,,"<b>Front suspension :</b> Independent, MacPherson strut, stabilizer bar<br/><b>Rear suspension :</b> Independent, multi-link, stabilizer bar<br/><b>Steering :</b> Power-assist rack",EX-V6 Luxe,14
100,Wagon,10,wagon,"<b>Type :</b> 4-wheel disc, electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 280 (11.0) vented disc<br/><b>Rear, mm (in.) :</b> 275 (10.8) solid disc",20,"<b>Type :</b> 2.7L, V6<br/><b>Valve Train :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 192 hp @ 6,000 rpm<br/><b>Torque :</b> 184 lb.ft. @ 4,500 rpm<br/><b>Compression ratio :</b> 10.4:1<br/><b>Transmission :</b> Electronic 5-speed Steptronic automatic with overdrive",7.7,11.5,,,,40,,25245,,"<b>Front suspension :</b> Independent, MacPherson strut, stabilizer bar<br/><b>Rear suspension :</b> Independent, multi-link, stabilizer bar<br/><b>Steering :</b> Power-assist rack",EX-V6,17
100,Wagon,10,wagon,"<b>Type :</b> 4-wheel disc, electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 280 (11.0) vented disc<br/><b>Rear, mm (in.) :</b> 275 (10.8) solid disc",20,"<b>Type :</b> 2.4L, In-line 4-cylinder<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.ft. @ 4,000 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Transmission :</b> Electronic 4-speed Steptronic automatic with overdrive",7.5,10.6,,,,41,,21645,,"<b>Front suspension :</b> Independent, MacPherson strut, stabilizer bar<br/><b>Rear suspension :</b> Independent, multi-link, stabilizer bar<br/><b>Steering :</b> Power-assist rack",LX,24
100,Wagon,10,wagon,"<b>Type :</b> 4-wheel disc, electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 280 (11.0) vented disc<br/><b>Rear, mm (in.) :</b> 275 (10.8) solid disc",20,"<b>Type :</b> 2.4L, In-line 4-cylinder<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.ft. @ 4,000 rpm<br/><b>Compression ratio :</b> 10.5:1<br/><b>Transmission :</b> Electronic 4-speed Steptronic automatic with overdrive",7.5,10.6,,,,42,,26445,,"<b>Front suspension :</b> Independent, MacPherson strut, stabilizer bar<br/><b>Rear suspension :</b> Independent, multi-link, stabilizer bar<br/><b>Steering :</b> Power-assist rack",EX Premium,26
100,Sedan,8,sedan,"<b>Type :</b> 4-wheel disc<br/><b>ABS :</b> 4 sensor, 4 channel",21,"<b>Type :</b> 2.4L, In-line 4-cylinder, aluminum block and head :</b> 2.7L,V6, aluminum block and head<br/><b>Valve Train :</b> 16-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT) :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm :</b> 194 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 4,000 rpm :</b> 184 lb.-ft. @ 4,500 rpm<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC) :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Compression ratio :</b> 10.5:1 :</b> 10.4:1<br/><b>Transmission :</b> 5-speed manual;Available 5-speed Steptronic automatic, electronically-controlled overdrive",6.2,9.4,,,,43,,25750,,"<b>Front suspension :</b> Independent, MacPherson strut, coil springs with anti-roll bar<br/><b>Rear suspension :</b> Independent, multi-link, coil springs with anti-roll bar<br/><b>Steering :</b> Power rack and pinion",LX-V6,15
100,Sedan,8,sedan,"<b>Type :</b> 4-wheel disc<br/><b>ABS :</b> 4 sensor, 4 channel",21,"<b>Type :</b> 2.4L, In-line 4-cylinder, aluminum block and head :</b> 2.7L,V6, aluminum block and head<br/><b>Valve Train :</b> 16-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT) :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm :</b> 194 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 4,000 rpm :</b> 184 lb.-ft. @ 4,500 rpm<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC) :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Compression ratio :</b> 10.5:1 :</b> 10.4:1<br/><b>Transmission :</b> 5-speed manual;Available 5-speed Steptronic automatic, electronically-controlled overdrive",6.2,9.4,,,,44,,23450,,"<b>Front suspension :</b> Independent, MacPherson strut, coil springs with anti-roll bar<br/><b>Rear suspension :</b> Independent, multi-link, coil springs with anti-roll bar<br/><b>Steering :</b> Power rack and pinion",LX,24
100,Sedan,8,sedan,"<b>Type :</b> 4-wheel disc<br/><b>ABS :</b> 4 sensor, 4 channel",21,"<b>Type :</b> 2.4L, In-line 4-cylinder, aluminum block and head :</b> 2.7L,V6, aluminum block and head<br/><b>Valve Train :</b> 16-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT) :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm :</b> 194 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 4,000 rpm :</b> 184 lb.-ft. @ 4,500 rpm<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC) :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Compression ratio :</b> 10.5:1 :</b> 10.4:1<br/><b>Transmission :</b> 5-speed manual;Available 5-speed Steptronic automatic, electronically-controlled overdrive",6.2,9.4,,,,45,,30950,,"<b>Front suspension :</b> Independent, MacPherson strut, coil springs with anti-roll bar<br/><b>Rear suspension :</b> Independent, multi-link, coil springs with anti-roll bar<br/><b>Steering :</b> Power rack and pinion",SX,25
100,Sedan,8,sedan,"<b>Type :</b> 4-wheel disc<br/><b>ABS :</b> 4 sensor, 4 channel",21,"<b>Type :</b> 2.4L, In-line 4-cylinder, aluminum block and head :</b> 2.7L,V6, aluminum block and head<br/><b>Valve Train :</b> 16-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT) :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm :</b> 194 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 4,000 rpm :</b> 184 lb.-ft. @ 4,500 rpm<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC) :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Compression ratio :</b> 10.5:1 :</b> 10.4:1<br/><b>Transmission :</b> 5-speed manual;Available 5-speed Steptronic automatic, electronically-controlled overdrive :</b> 5-speed Steptronic automatic, electronically-controlled overdrive",6.2,9.4,,,,46,,26750,,"<b>Front suspension :</b> Independent, MacPherson strut, coil springs with anti-roll bar<br/><b>Rear suspension :</b> Independent, multi-link, coil springs with anti-roll bar<br/><b>Steering :</b> Power rack and pinion",LX PREMIUM,27
100,Sedan,8,sedan,"<b>Type :</b> 4-wheel disc<br/><b>ABS :</b> 4 sensor, 4 channel",21,"<b>Type :</b> 2.4L, In-line 4-cylinder, aluminum block and head :</b> 2.7L,V6, aluminum block and head<br/><b>Valve Train :</b> 16-valve, DOHC, Dual Continuously Variable Valve Timing (CVVT) :</b> 24-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm :</b> 194 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 4,000 rpm :</b> 184 lb.-ft. @ 4,500 rpm<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC) :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Compression ratio :</b> 10.5:1 :</b> 10.4:1<br/><b>Transmission :</b> 5-speed manual;Available 5-speed Steptronic automatic, electronically-controlled overdrive",6.2,9.4,,,,47,,32250,,"<b>Front suspension :</b> Independent, MacPherson strut, coil springs with anti-roll bar<br/><b>Rear suspension :</b> Independent, multi-link, coil springs with anti-roll bar<br/><b>Steering :</b> Power rack and pinion",SX-V6,28
100,SUV,9,suv,"<b>Type :</b> Dual diagonal, split circuit, power-assisted with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 279 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs (FWD)<br/><b>Rear, mm (in.) :</b> 284 (11.2) solid discs (AWD)",22,"<b>Type :</b> 2.7L,V6 aluminum block and head<br/><b>Valve Train :</b> 24-valve, DOHC<br/><b>Horsepower :</b> 173 hp @ 6,000 rpm<br/><b>Torque :</b> 178 lb.-ft. @ 4,000 rpm<br/><b>Drive Type :</b> FWD; optional AWD, Full time, Torque-on-Demand®<br/><b> :</b> (LX-V6); AWD standard on LX-V6 Luxury<br/><b>Compression ratio :</b> 10.0:1<br/><b>Transmission :</b> 4-speed Steptronic automatic",7.8,10.3,,,,48,,28935,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs<br/><b>Rear suspension :</b> Independent, dual link<br/><b>Steering :</b> Power-assist, rack-and-pinion",LX-V6,15
100,SUV,9,suv,"<b>Type :</b> Dual diagonal, split circuit, power-assisted with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 279 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs (FWD)<br/><b>Rear, mm (in.) :</b> 284 (11.2) solid discs (AWD)",22,"<b>Type :</b> 2.0L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 140 hp @ 6,000 rpm<br/><b>Torque :</b> 136 lb.-ft. @ 4,500 rpm<br/><b>Drive Type :</b> FWD; optional AWD, Full time, Torque-on-Demand®<br/><b> :</b> (LX Conv. with manual transmission)<br/><b>Compression ratio :</b> 10.1:1<br/><b>Transmission :</b> 5-speed manual, available 4-speed Steptronic automatic**",7.8,10.3,,,,49,,23395,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs<br/><b>Rear suspension :</b> Independent, dual link<br/><b>Steering :</b> Power-assist, rack-and-pinion",LX,24
100,SUV,9,suv,"<b>Type :</b> Dual diagonal, split circuit, power-assisted with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 279 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs (FWD)<br/><b>Rear, mm (in.) :</b> 284 (11.2) solid discs (AWD)",22,"<b>Type :</b> 2.7L,V6 aluminum block and head<br/><b>Valve Train :</b> 24-valve, DOHC<br/><b>Horsepower :</b> 173 hp @ 6,000 rpm<br/><b>Torque :</b> 178 lb.-ft. @ 4,000 rpm<br/><b>Drive Type :</b> FWD; optional AWD, Full time, Torque-on-Demand®<br/><b> :</b> (LX-V6); AWD standard on LX-V6 Luxury<br/><b>Compression ratio :</b> 10.0:1<br/><b>Transmission :</b> 4-speed Steptronic automatic",7.8,10.3,,,,50,,32635,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs<br/><b>Rear suspension :</b> Independent, dual link<br/><b>Steering :</b> Power-assist, rack-and-pinion",LX-V6 Luxe,29
100,SUV,9,suv,"<b>Type :</b> Dual diagonal, split circuit, power-assisted with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 279 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs (FWD)<br/><b>Rear, mm (in.) :</b> 284 (11.2) solid discs (AWD)",22,"<b>Type :</b> 2.0L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 140 hp @ 6,000 rpm<br/><b>Torque :</b> 136 lb.-ft. @ 4,500 rpm<br/><b>Drive Type :</b> FWD; optional AWD, Full time, Torque-on-Demand®<br/><b> :</b> (LX Conv. with manual transmission)<br/><b>Compression ratio :</b> 10.1:1<br/><b>Transmission :</b> 5-speed manual, available 4-speed Steptronic automatic**",7.8,10.3,,,,51,,28495,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs<br/><b>Rear suspension :</b> Independent, dual link<br/><b>Steering :</b> Power-assist, rack-and-pinion",Édition Anniversaire,30
100,SUV,9,suv,"<b>Type :</b> Dual diagonal, split circuit, power-assisted with electronic brake distribution (EBD)<br/><b>ABS :</b> 4-wheel<br/><b>Front, mm (in.) :</b> 279 (11.0) vented discs<br/><b>Rear, mm (in.) :</b> 262 (10.3) solid discs (FWD)<br/><b>Rear, mm (in.) :</b> 284 (11.2) solid discs (AWD)",22,"<b>Type :</b> 2.0L, in-line 4-cylinder, iron block and aluminum head<br/><b>Valve Train :</b> 16-valve, DOHC, Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 140 hp @ 6,000 rpm<br/><b>Torque :</b> 136 lb.-ft. @ 4,500 rpm<br/><b>Drive Type :</b> FWD; optional AWD, Full time, Torque-on-Demand®<br/><b> :</b> (LX Conv. with manual transmission)<br/><b>Compression ratio :</b> 10.1:1<br/><b>Transmission :</b> 5-speed manual, available 4-speed Steptronic automatic**",7.8,10.3,,,,52,,25595,,"<b>Front suspension :</b> Independent, McPherson strut, coil springs<br/><b>Rear suspension :</b> Independent, dual link<br/><b>Steering :</b> Power-assist, rack-and-pinion",LX Commodité,31
100,SUV,9,suv,"<b>Type :</b> Dual-diagonal, split-circuit, power-assisted braking system with Electronic Brake Distribution (EBD)<br/><b>ABS :</b> 4-wheel, 4-channel, 4-sensor<br/><b>Front, mm (in.) :</b> 300 (11.8) vented discs<br/><b>Rear, mm (in.) :</b> 302 (11.9) discs",23,"<b>Type :</b> 2.4L, I4, aluminum block and head<br/><b>Valve Train :</b> DOHC, 4 valves per cylinder, Dual Continuously Variable Valve Timing (CVVT)<br/><b>Horsepower :</b> 175 hp @ 6,000 rpm<br/><b>Torque :</b> 169 lb.-ft. @ 3,750 rpm<br/><b>Drivetype :</b> Front wheel drive (FWD); available all-wheel drive (AWD)<br/><b>Compression ratio :</b> 10.5:1<br/><b>Intake :</b> Variable Intake System (VIS), Electronic Throttle Control (ETC)<br/><b>Transmission :</b> 6-speed manual<br/><b>Available :</b> 6-speed Steptronic gated automatic",6.9,9.7,,,,53,,31445,,"<b>Front suspension :</b> MacPherson strut with coil spring<br/><b>Rear suspension :</b> Multi-Link<br/><b>Steering :</b> Power-assist, rack-and-pinion",EX,1
